Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Win,Game_ID,Blue_Team,Red_Team,Winning_Team
Sylvie,JUNGLE,16,2,4,12,3.5,215,202,,5.9,12376,337,17.7%,56,15,9,14,13,1.53,0.41,0.38,0.25,16.7%,15387,14538,102,747,419,11.7%,0.38,70%,,0,0,0,0,-283,4,97,0,1,0,0,16669,0,47090,0,31,349,35573,124,15,35,0,186,0,72102,DNF Challengers,NS Esports Academy,DNF Challengers
Fisher,MID,18,4,3,9,4.3,284,0,,7.7,13715,374,19.7%,40,11,6,7,7,1.09,0.3,0.19,0.16,11.9%,37102,2841,24314,9947,1011,28.1%,0.35,65%,,0,0,0,0,475,5,-379,0,0,327,327,8589,0,16579,0,24,85,28203,106,10,28,2,652,0,72102,DNF Challengers,NS Esports Academy,DNF Challengers
Trigger,ADC,17,3,6,7,1.7,365,32,,9.9,15848,432,22.7%,64,12,29,2,2,1.74,0.33,0.05,0.79,19%,23867,17840,5575,452,650,18.1%,0.27,50%,,0,0,0,0,46,-4,-380,0,0,2853,2853,3730,0,13336,0,9,131,23099,213,4,38,69,30,0,72102,DNF Challengers,NS Esports Academy,DNF Challengers
Crack,SUPPORT,14,1,7,13,2,26,0,,0.7,8959,244,12.8%,128,73,9,20,17,3.49,1.99,0.54,0.25,38.1%,11853,1292,7620,2941,323,9%,0.38,70%,,0,0,0,0,-75,-8,-67,0,0,394,394,7506,4190,11582,3455,33,293,22255,194,22,38,0,0,0,72102,DNF Challengers,NS Esports Academy,DNF Challengers
Bin,TOP,14,2,2,2,2,196,0,,7.1,9087,330,21.3%,23.74,9,4,3,,0.86,0.33,0.11,0.15,10.9%,8100.22,2662.83,5437.39,0,294,14.8%,0.15,100%,,,,,,-1026,,,,,,,,,,,,,19471.1,,,,,,0,72104,Bilibili Gaming,JD Gaming,JD Gaming
Shad0w,JUNGLE,13,0,3,3,1,188,173,,6.8,8305,301,19.4%,32,5,6,3,,1.16,0.18,0.11,0.22,14.7%,8832.43,7883.52,649.67,299.24,321,16.1%,0.11,75%,,,,,,-730,,,,,,,,,,,,,33089.9,,,,,,0,72104,Bilibili Gaming,JD Gaming,JD Gaming
Knight,MID,14,1,3,2,1,245,4,,8.9,9804,356,22.9%,17.16,3,6,0,,0.62,0.11,0,0.22,7.9%,15868.79,2318.69,13494.1,56,576,29%,0.11,75%,,,,,,250,,,,,,,,,,,,,11649.6,,,,,,0,72104,Bilibili Gaming,JD Gaming,JD Gaming
Elk,ADC,14,1,2,1,1,251,4,,9.1,9648,350,22.6%,27.59,9,7,2,,1,0.33,0.07,0.25,12.7%,14369.79,8995.88,3673.56,1700.35,522,26.2%,0.07,50%,,,,,,-621,,,,,,,,,,,,,12838,,,,,,0,72104,Bilibili Gaming,JD Gaming,JD Gaming
ON,SUPPORT,10,0,4,2,0.5,36,0,,1.3,5907,214,13.8%,117.06,54,21,18,,4.25,1.96,0.65,0.76,53.8%,7583.66,2334.18,3340.45,1909.03,275,13.9%,0.07,50%,,,,,,179,,,,,,,,,,,,,15530.3,,,,,,0,72104,Bilibili Gaming,JD Gaming,JD Gaming
Xiaoxu,TOP,15,6,2,4,5,187,8,,6.8,10567,384,20.1%,24.44,15,1,6,,0.89,0.54,0.22,0.04,11.6%,23962.03,772.73,23189.3,0,870,37%,0.36,71.4%,,,,,,1026,,,,,,,,,,,,,15966.9,,,,,,1,72104,Bilibili Gaming,JD Gaming,JD Gaming
XUN,JUNGLE,15,3,0,9,Perfect KDA,192,188,,7,11146,405,21.2%,30.78,7,3,7,,1.12,0.25,0.25,0.11,14.6%,10840.78,8826.61,1237.16,777.01,393,16.8%,0.44,85.7%,,,,,,730,,,,,,,,,,,,,28043.2,,,,,,1,72104,Bilibili Gaming,JD Gaming,JD Gaming
Scout,MID,17,2,1,6,8,254,0,,9.2,11470,416,21.8%,27.95,7,9,4,,1.01,0.25,0.15,0.33,13.3%,9179.1,79.03,8815.15,284.92,333,14.2%,0.29,57.1%,,,,,,-250,,,,,,,,,,,,,15073,,,,,,1,72104,Bilibili Gaming,JD Gaming,JD Gaming
Peyz,ADC,15,3,0,7,Perfect KDA,273,12,,9.9,12752,463,24.3%,20.22,12,5,2,,0.73,0.44,0.07,0.18,9.6%,15346.23,10847.1,3937.21,561.92,557,23.7%,0.36,71.4%,,,,,,621,,,,,,,,,,,,,11114.1,,,,,,1,72104,Bilibili Gaming,JD Gaming,JD Gaming
Zhuo,SUPPORT,11,0,1,11,11,22,0,,0.8,6643,241,12.6%,107.38,57,9,16,,3.9,2.07,0.58,0.33,50.9%,5379.76,393.02,3855.15,1131.59,195,8.3%,0.4,78.6%,,,,,,-179,,,,,,,,,,,,,15873.6,,,,,,1,72104,Bilibili Gaming,JD Gaming,JD Gaming
Bin,TOP,14,1,6,5,1,191,0,,6.9,9454,344,20.4%,23.34,9,3,3,,0.85,0.33,0.11,0.11,12%,13115.43,10134.4,2981.03,0,477,17.8%,0.22,60%,,,,,,103,,,,,,,,,,,,,34102.2,,,,,,0,72105,Bilibili Gaming,JD Gaming,JD Gaming
Beichuan,JUNGLE,13,1,5,7,1.6,169,160,,6.1,9125,332,19.7%,39.9,9,10,8,,1.45,0.33,0.29,0.36,20.5%,9570.54,6202.28,2393.06,975.2,348,13%,0.29,80%,,,,,,-1088,,,,,,,,,,,,,39967.8,,,,,,0,72105,Bilibili Gaming,JD Gaming,JD Gaming
Knight,MID,16,4,1,3,7,256,12,,9.3,10944,398,23.6%,26.01,11,9,4,,0.95,0.4,0.15,0.33,13.4%,25699.75,944.15,24755.6,0,934,34.8%,0.25,70%,,,,,,218,,,,,,,,,,,,,17721.7,,,,,,0,72105,Bilibili Gaming,JD Gaming,JD Gaming
Elk,ADC,13,4,3,3,2.3,233,0,,8.5,10697,389,23.1%,25.19,11,7,2,,0.92,0.4,0.07,0.25,12.9%,19186.04,17842.1,1175.46,168.48,697,26%,0.25,70%,,,,,,-944,,,,,,,,,,,,,15494.3,,,,,,0,72105,Bilibili Gaming,JD Gaming,JD Gaming
ON,SUPPORT,10,0,9,8,0.9,28,0,,1,6132,223,13.2%,80.08,48,7,15,,2.91,1.74,0.55,0.25,41.2%,6284.4,1135.55,2947.97,2200.88,228,8.5%,0.29,80%,,,,,,-351,,,,,,,,,,,,,22937.5,,,,,,0,72105,Bilibili Gaming,JD Gaming,JD Gaming
Xiaoxu,TOP,15,3,3,8,3.7,194,8,,7.1,10738,390,19.1%,33.66,14,3,5,,1.22,0.51,0.18,0.11,13.8%,16409.14,8629.78,7261.36,518,596,15.6%,0.4,45.8%,,,,,,-103,,,,,,,,,,,,,23581.3,,,,,,1,72105,Bilibili Gaming,JD Gaming,JD Gaming
XUN,JUNGLE,16,7,2,15,11,215,185,,7.8,13417,488,23.8%,51.7,5,14,5,,1.88,0.18,0.18,0.51,21.2%,21750.25,16587.4,2682.66,2480.19,790,20.7%,0.8,91.7%,,,,,,1088,,,,,,,,,,,,,28791.4,,,,,,1,72105,Bilibili Gaming,JD Gaming,JD Gaming
Scout,MID,15,4,1,13,17,200,2,,7.3,11013,400,19.5%,31.67,11,5,5,,1.15,0.4,0.18,0.18,13%,23819.24,1321.86,22105,392.38,866,22.7%,0.62,70.8%,,,,,,-218,,,,,,,,,,,,,16635.2,,,,,,1,72105,Bilibili Gaming,JD Gaming,JD Gaming
Peyz,ADC,16,9,1,14,23,260,9,,9.4,13479,490,23.9%,34.43,13,10,4,,1.25,0.47,0.15,0.36,14.1%,33637.66,33003.5,462.4,171.76,1222,32.1%,0.84,95.8%,,,,,,944,,,,,,,,,,,,,15951.8,,,,,,1,72105,Bilibili Gaming,JD Gaming,JD Gaming
Zhuo,SUPPORT,12,1,3,22,7.7,19,0,,0.7,7700,280,13.7%,92.61,65,4,19,,3.37,2.36,0.69,0.15,37.9%,9261.8,1295.19,4864.29,3102.32,337,8.8%,0.84,95.8%,,,,,,351,,,,,,,,,,,,,23916.7,,,,,,1,72105,Bilibili Gaming,JD Gaming,JD Gaming
Bin,TOP,17,7,2,3,5,247,16,,8.8,13073,467,21.9%,21.54,8,5,2,,0.77,0.29,0.07,0.18,9.7%,16770.14,15542.2,829.94,398,599,21.3%,0.36,52.6%,,,,,,332,,,,,,,,,,,,,18923.5,,,,,,1,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
Beichuan,JUNGLE,16,1,0,10,Perfect KDA,224,208,,8,10920,390,18.3%,42.51,10,14,5,,1.52,0.36,0.18,0.5,19.2%,12272.26,9948.98,969.16,1354.12,439,15.6%,0.39,57.9%,,,,,,475,,,,,,,,,,,,,33228.5,,,,,,1,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
Knight,MID,16,6,0,11,Perfect KDA,244,0,,8.7,13584,485,22.8%,31.16,13,11,4,,1.11,0.46,0.14,0.39,14.1%,24525.12,526.7,23964.5,33.92,876,31.1%,0.61,89.5%,,,,,,1220,,,,,,,,,,,,,9571.05,,,,,,1,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
Elk,ADC,16,3,0,9,Perfect KDA,286,24,,10.2,13688,489,23%,26.69,12,6,4,,0.95,0.43,0.14,0.21,12%,19340.24,18599.6,0,740.64,691,24.5%,0.43,63.2%,,,,,,1043,,,,,,,,,,,,,12384.9,,,,,,1,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
ON,SUPPORT,13,2,1,12,14,24,0,,0.9,8332,298,14%,99.71,54,12,17,,3.56,1.93,0.61,0.43,45%,5936.03,1528.64,3953.95,453.44,212,7.5%,0.5,73.7%,,,,,,458,,,,,,,,,,,,,15762.7,,,,,,1,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
Xiaoxu,TOP,14,1,3,1,0.7,215,0,,7.7,8751,313,20.7%,29.05,14,4,4,,1.04,0.5,0.14,0.14,12.3%,7981.26,6812.58,1142.26,26.42,285,17.8%,0.07,66.7%,,,,,,-332,,,,,,,,,,,,,25070.4,,,,,,0,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
XUN,JUNGLE,13,1,3,2,1,179,166,,6.4,8493,304,20.1%,35.03,10,5,8,,1.25,0.36,0.29,0.18,14.9%,7789.24,7170.84,380.64,237.76,278,17.4%,0.11,100%,,,,,,-475,,,,,,,,,,,,,34794.3,,,,,,0,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
Scout,MID,14,1,8,1,0.3,220,8,,7.9,8980,321,21.3%,30.91,14,5,9,,1.1,0.5,0.32,0.18,13.1%,14376.85,405.05,13971.8,0,514,32%,0.07,66.7%,,,,,,-1220,,,,,,,,,,,,,17494.4,,,,,,0,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
Peyz,ADC,14,0,2,3,1.5,268,0,,9.6,10369,371,24.6%,37.67,13,10,7,,1.35,0.46,0.25,0.36,16%,11491.88,10551.6,940.28,0,411,25.6%,0.11,100%,,,,,,-1043,,,,,,,,,,,,,12511.3,,,,,,0,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
Zhuo,SUPPORT,9,0,3,2,0.7,32,0,,1.1,5635,201,13.3%,102.74,56,11,18,,3.67,2,0.64,0.39,43.6%,3245.53,614.03,2178.56,452.94,116,7.2%,0.07,66.7%,,,,,,-458,,,,,,,,,,,,,15195,,,,,,0,72106,Bilibili Gaming,JD Gaming,Bilibili Gaming
Xiaoxu,TOP,15,2,5,3,1,180,8,,5.9,9299,303,19%,22.5,13,3,3,,0.73,0.42,0.1,0.1,9.6%,13743.1,12620.7,985.52,136.88,448,21.5%,0.16,62.5%,,,,,,-1022,,,,,,,,,,,,,31100.1,,,,,,0,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
XUN,JUNGLE,15,2,3,4,2,189,169,,6.2,10636,347,21.7%,49.76,8,13,7,,1.62,0.26,0.23,0.42,21.2%,9731.31,4319.52,4563.44,848.35,317,15.2%,0.2,75%,,,,,,-1689,,,,,,,,,,,,,36013.4,,,,,,0,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
Scout,MID,15,0,5,4,0.8,213,2,,6.9,9423,307,19.2%,19.57,5,3,3,,0.64,0.16,0.1,0.1,8.3%,10734.25,7713.5,1648,1372.75,350,16.8%,0.13,50%,,,,,,-779,,,,,,,,,,,,,22448.7,,,,,,0,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
Peyz,ADC,15,2,1,4,6,286,4,,9.3,12575,410,25.7%,36.67,14,9,4,,1.2,0.46,0.13,0.29,15.6%,21713.17,18750.2,2494.97,468,708,33.9%,0.2,75%,,,,,,-1304,,,,,,,,,,,,,16062,,,,,,0,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
Zhuo,SUPPORT,11,2,5,4,1.2,30,0,,1,7061,230,14.4%,106.63,56,12,18,,3.48,1.83,0.59,0.39,45.3%,8058.48,903.56,6882.92,272,263,12.6%,0.2,75%,,,,,,-391,,,,,,,,,,,,,25443.4,,,,,,0,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
Bin,TOP,15,3,1,7,10,202,0,,6.6,11408,372,18.8%,36.79,13,6,7,,1.2,0.42,0.23,0.2,13.7%,14917.47,7058.82,7829.65,29,486,14.9%,0.33,52.6%,,,,,,1022,,,,,,,,,,,,,20804.5,,,,,,1,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
Beichuan,JUNGLE,16,2,0,14,Perfect KDA,227,209,,7.4,12555,409,20.7%,35.64,9,7,5,,1.16,0.29,0.16,0.23,13.3%,20626.48,835.54,16906.9,2884.04,672,20.6%,0.52,84.2%,,,,,,1689,,,,,,,,,,,,,32887,,,,,,1,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
Knight,MID,16,8,2,6,7,240,8,,7.8,14449,471,23.8%,45.09,14,15,3,,1.47,0.46,0.1,0.49,16.8%,21678.96,19972.7,1678.26,28,707,21.6%,0.46,73.7%,,,,,,779,,,,,,,,,,,,,14557.8,,,,,,1,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
Elk,ADC,15,5,1,9,14,262,4,,8.5,13723,447,22.6%,34.68,14,5,7,,1.13,0.46,0.23,0.16,12.9%,37189.46,796.36,36393.1,0,1212,37.1%,0.46,73.7%,,,,,,1304,,,,,,,,,,,,,8177.31,,,,,,1,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
ON,SUPPORT,12,1,4,9,2.5,36,0,,1.2,8594,280,14.2%,115.94,59,16,22,,3.78,1.92,0.72,0.52,43.2%,5903.06,1662.06,3746.29,494.71,192,5.9%,0.33,52.6%,,,,,,391,,,,,,,,,,,,,22531.5,,,,,,1,72107,JD Gaming,Bilibili Gaming,Bilibili Gaming
Xiaoxu,TOP,15,2,2,3,2.5,229,0,,8,10440,366,21.7%,21.93,10,3,1,,0.77,0.35,0.04,0.11,10.4%,16098.58,10207.4,5891.18,0,565,22.2%,0.18,62.5%,,,,,,-160,,,,,,,,,,,,,25119.3,,,,,,0,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
XUN,JUNGLE,13,3,4,2,1.3,166,153,,5.8,9338,328,19.4%,23.94,6,5,6,,0.84,0.21,0.21,0.18,11.4%,13276.17,11677.2,0,1598.97,466,18.3%,0.18,62.5%,,,,,,-426,,,,,,,,,,,,,30651,,,,,,0,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
Scout,MID,15,0,2,7,3.5,214,4,,7.5,11502,404,23.9%,26.24,10,3,6,,0.92,0.35,0.21,0.11,12.5%,11639.33,640.73,10998.6,0,408,16.1%,0.25,87.5%,,,,,,-406,,,,,,,,,,,,,17471.6,,,,,,0,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
Peyz,ADC,14,2,2,5,3.5,242,4,,8.5,10614,372,22%,38.16,9,16,2,,1.34,0.32,0.07,0.56,18.2%,26660.66,20688.7,5447.34,524.62,935,36.8%,0.25,87.5%,,,,,,-1038,,,,,,,,,,,,,18370.6,,,,,,0,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
Zhuo,SUPPORT,10,1,7,4,0.7,23,0,,0.8,6264,220,13%,99.92,48,10,16,,3.51,1.68,0.56,0.35,47.5%,4719.2,2019.21,2474.99,225,166,6.5%,0.18,62.5%,,,,,,-519,,,,,,,,,,,,,21816.5,,,,,,0,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
Bin,TOP,15,2,2,2,2,224,4,,7.9,10028,352,18.4%,17.9,9,2,3,,0.63,0.32,0.11,0.07,8.4%,10189.79,1615.63,8574.16,0,358,11%,0.14,23.5%,,,,,,160,,,,,,,,,,,,,20532.6,,,,,,1,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
Beichuan,JUNGLE,15,2,0,10,Perfect KDA,202,197,,7.1,10603,372,19.5%,42.35,15,6,13,,1.49,0.53,0.46,0.21,19.8%,16006.63,14415.4,1255.47,335.76,562,17.3%,0.42,70.6%,,,,,,426,,,,,,,,,,,,,34073.6,,,,,,1,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
Knight,MID,15,4,5,5,1.8,238,0,,8.4,11249,395,20.7%,38.45,12,8,4,,1.35,0.42,0.14,0.28,18%,27091.63,1116.83,25974.8,0,951,29.2%,0.32,52.9%,,,,,,406,,,,,,,,,,,,,18143.7,,,,,,1,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
Elk,ADC,15,9,1,2,11,236,4,,8.3,14641,514,26.9%,30.35,10,10,2,,1.06,0.35,0.07,0.35,14.2%,28275.28,27078.7,431.38,765.2,992,30.5%,0.39,64.7%,,,,,,1038,,,,,,,,,,,,,14782.4,,,,,,1,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
ON,SUPPORT,12,0,0,9,Perfect KDA,27,0,,0.9,7867,276,14.5%,84.77,51,7,15,,2.97,1.79,0.53,0.25,39.6%,11180.71,1558.21,8757.63,864.87,392,12.1%,0.32,52.9%,,,,,,519,,,,,,,,,,,,,14922.6,,,,,,1,72108,JD Gaming,Bilibili Gaming,Bilibili Gaming
TheShy,TOP,18,3,2,4,3.5,275,0,,7.9,13341,383,19.2%,30.75,13,6,2,,0.88,0.37,0.06,0.17,10.6%,22633.32,1915.79,19483.5,1234.03,649,21.5%,0.2,36.8%,,,,,,496,,,,,,,,,,,,,18854.1,,,,,,1,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
Wei,JUNGLE,16,0,2,14,7,222,202,,6.4,12457,357,18%,48.79,14,10,12,,1.4,0.4,0.34,0.29,16.8%,15225.99,12854.4,0,2371.59,437,14.5%,0.4,73.7%,,,,,,-225,,,,,,,,,,,,,36853.2,,,,,,1,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
RooKie,MID,18,2,2,11,6.5,322,0,,9.2,14767,424,21.3%,46.93,14,13,9,,1.35,0.4,0.26,0.37,16.2%,25183.78,279.2,24752.3,152.28,723,23.9%,0.37,68.4%,,,,,,-1155,,,,,,,,,,,,,13443.2,,,,,,1,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
GALA,ADC,18,10,1,6,16,340,20,,9.8,18989,545,27.4%,32.92,9,10,3,,0.94,0.26,0.09,0.29,11.3%,30200.3,19636.9,10372.2,191.2,867,28.7%,0.46,84.2%,,,,,,1048,,,,,,,,,,,,,12372.8,,,,,,1,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
meiko,SUPPORT,13,4,6,8,2,49,0,,1.4,9824,282,14.2%,131.09,56,24,17,,3.76,1.61,0.49,0.69,45.1%,12085.03,1013.53,10977.5,94,347,11.5%,0.34,63.2%,,,,,,515,,,,,,,,,,,,,16004.2,,,,,,1,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
Zdz,TOP,17,0,5,5,1,280,14,,8,13790,396,22.3%,37.69,13,4,3,,1.08,0.37,0.09,0.11,13.1%,14114.45,9022.31,4909.9,182.24,405,22.5%,0.14,38.5%,,,,,,-496,,,,,,,,,,,,,37759.1,,,,,,0,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
Xiaohao,JUNGLE,15,4,3,5,3,209,182,,6,11905,342,19.3%,66.49,9,21,8,,1.91,0.26,0.23,0.6,23.2%,8013.33,5831.2,1697.68,484.45,230,12.8%,0.26,69.2%,,,,,,225,,,,,,,,,,,,,41206.1,,,,,,0,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
Angel,MID,17,6,1,7,13,298,0,,8.6,14223,408,23%,41.48,22,6,9,,1.19,0.63,0.26,0.17,14.5%,17133.59,560.99,16550.6,22,492,27.3%,0.37,100%,,,,,,1155,,,,,,,,,,,,,16714.7,,,,,,0,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
Ahn,ADC,17,2,2,6,4,347,9,,10,14213,408,23%,36.15,11,11,2,,1.04,0.32,0.06,0.32,12.6%,18851.86,13055.9,3994.89,1801.07,541,30%,0.23,61.5%,,,,,,-1048,,,,,,,,,,,,,17030.2,,,,,,0,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
Parukia,SUPPORT,12,1,8,9,1.3,24,0,,0.7,7648,219,12.4%,105.15,67,9,24,,3.02,1.92,0.69,0.26,36.6%,4719.76,817.03,3147.73,755,135,7.5%,0.29,76.9%,,,,,,-515,,,,,,,,,,,,,22474.9,,,,,,0,72109,Invictus Gaming,Edward Gaming,Invictus Gaming
Zdz,TOP,15,5,5,2,1.4,211,2,,7,12848,428,24.1%,24.72,11,3,4,,0.82,0.37,0.13,0.1,11.8%,19772.56,11465.8,7345.03,961.73,658,24.8%,0.23,58.3%,,,,,,-1126,,,,,,,,,,,,,43668.3,,,,,,0,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
Xiaohao,JUNGLE,14,1,5,4,1,189,152,,6.3,10315,343,19.4%,42.99,10,10,9,,1.43,0.33,0.3,0.33,20.5%,14589.04,13390.4,793.84,404.8,486,18.3%,0.17,41.7%,,,,,,-473,,,,,,,,,,,,,42145.1,,,,,,0,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
Angel,MID,16,2,4,8,2.5,216,1,,7.2,10902,363,20.5%,25.39,17,2,6,,0.85,0.57,0.2,0.07,12.1%,18079.35,1227.4,16408.6,443.35,602,22.7%,0.33,83.3%,,,,,,-384,,,,,,,,,,,,,18484.2,,,,,,0,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
Ahn,ADC,13,4,6,4,1.3,216,0,,7.2,12355,411,23.2%,24.89,12,8,2,,0.83,0.4,0.07,0.27,11.9%,20058.87,16984,2769.11,305.76,668,25.1%,0.27,66.7%,,,,,,144,,,,,,,,,,,,,21163.2,,,,,,0,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
Parukia,SUPPORT,11,0,4,6,1.5,29,0,,1,6784,226,12.8%,91.45,59,6,14,,3.04,1.96,0.47,0.2,43.7%,7288.85,585.77,5366.06,1337.02,243,9.1%,0.2,50%,,,,,,-84,,,,,,,,,,,,,18381.3,,,,,,0,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
TheShy,TOP,17,5,1,11,16,253,15,,8.4,14878,495,23.1%,17.66,7,2,1,,0.59,0.23,0.03,0.07,6.7%,32962.16,29038.6,3548,375.56,1098,29.9%,0.53,66.7%,,,,,,1126,,,,,,,,,,,,,36372.2,,,,,,1,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
Wei,JUNGLE,16,6,2,8,7,207,188,,6.9,12528,417,19.4%,57.6,10,16,8,,1.92,0.33,0.27,0.53,21.7%,15622.48,15142.4,0,480.08,520,14.1%,0.47,58.3%,,,,,,473,,,,,,,,,,,,,30087.5,,,,,,1,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
RooKie,MID,16,6,4,13,4.8,221,0,,7.4,13357,445,20.7%,32.11,12,8,9,,1.07,0.4,0.3,0.27,12.1%,23798.46,1172.36,22592.1,34,792,21.6%,0.63,79.2%,,,,,,384,,,,,,,,,,,,,18225.7,,,,,,1,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
GALA,ADC,16,7,3,11,6,310,20,,10.3,15562,518,24.1%,40.35,11,13,3,,1.34,0.37,0.1,0.43,15.2%,30873.38,19639.4,10753.5,480.48,1028,28%,0.6,75%,,,,,,-144,,,,,,,,,,,,,25842.6,,,,,,1,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
meiko,SUPPORT,13,0,2,18,9,29,0,,1,8148,271,12.6%,117.26,60,15,17,,3.9,2,0.57,0.5,44.3%,7156.33,457.61,4702.55,1996.17,238,6.5%,0.6,75%,,,,,,84,,,,,,,,,,,,,20532.3,,,,,,1,72110,Edward Gaming,Invictus Gaming,Invictus Gaming
Zdz,TOP,14,2,7,8,1.4,218,5,,7.4,9841,335,18.2%,30.22,12,6,4,,1.03,0.41,0.14,0.2,13%,22144.12,17897.3,4007.19,239.63,753,23.1%,0.34,62.5%,,,,,,-79,,,,,,,,,,,,,44255.4,,,,,,0,72111,Edward Gaming,Invictus Gaming,Invictus Gaming
Xiaohao,JUNGLE,14,4,5,6,2,189,168,,6.4,11111,378,20.5%,52.37,7,10,5,,1.78,0.24,0.17,0.34,22.5%,15115.71,361.61,14120.9,633.2,514,15.8%,0.34,62.5%,,,,,,-1801,,,,,,,,,,,,,41645.2,,,,,,0,72111,Edward Gaming,Invictus Gaming,Invictus Gaming
Angel,MID,17,6,2,4,5,267,4,,9.1,13918,473,25.7%,28.68,15,6,5,,0.97,0.51,0.17,0.2,12.3%,24896.5,1044.1,23734.4,118,846,26%,0.34,62.5%,,,,,,-312,,,,,,,,,,,,,20444.7,,,,,,0,72111,Edward Gaming,Invictus Gaming,Invictus Gaming
Ahn,ADC,15,4,3,11,5,219,1,,7.4,12437,423,23%,36.12,14,11,5,,1.23,0.48,0.17,0.37,15.6%,26992.93,22807.2,3347.63,838.1,918,28.2%,0.51,93.8%,,,,,,-1046,,,,,,,,,,,,,21149.8,,,,,,0,72111,Edward Gaming,Invictus Gaming,Invictus Gaming
Parukia,SUPPORT,12,0,4,12,3,27,0,,0.9,6800,231,12.6%,84.89,48,4,15,,2.89,1.63,0.51,0.14,36.5%,6551.02,2155.44,4038.58,357,223,6.8%,0.41,75%,,,,,,-488,,,,,,,,,,,,,19829.2,,,,,,0,72111,Edward Gaming,Invictus Gaming,Invictus Gaming
TheShy,TOP,16,3,4,9,3,241,5,,8.2,12456,423,19.8%,18.75,12,5,2,,0.64,0.41,0.07,0.17,8.7%,30486.87,24270.2,6103.45,113.22,1036,26.6%,0.41,57.1%,,,,,,79,,,,,,,,,,,,,22677.9,,,,,,1,72111,Edward Gaming,Invictus Gaming,Invictus Gaming
Wei,JUNGLE,16,6,4,12,4.5,201,188,,6.8,12508,425,19.9%,36.71,9,6,7,,1.25,0.31,0.24,0.2,17%,23928.67,21151.8,1748.88,1027.99,813,20.9%,0.61,85.7%,,,,,,1801,,,,,,,,,,,,,37878.6,,,,,,1,72111,Edward Gaming,Invictus Gaming,Invictus Gaming
